date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:44:08	180/180	---M--	200	added ('OK')	image/png	etag:%225bdc4dc7-b4%22	https://h5p.org/sites/default/files/h5p/libraries/jQuery.ui-1.10/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/jQuery.ui-1.10/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://h5p.org/sites/default/files/h5p/libraries/jQuery.ui-1.10/h5p-jquery-ui.css?ver=1.10.19)
13:44:08	1684/1684	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb8fd4d-694%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.eot	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.eot	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:09	1684/1684	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb8fd4d-694%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.eot?	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideod41d.eot	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:09	1612/1612	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225e57925d-64c%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.woff	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.woff	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:09	1536/1536	---M--	200	added ('OK')	application/octet-stream	etag:%225e57925d-600%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.ttf	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.ttf	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:09	2795/2795	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb8fd4d-aeb%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.svg	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/H5PInteractiveVideo.svg	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:10	15384/15384	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb8fd4d-3c18%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.eot	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.eot	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:10	15384/15384	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225eb8fd4d-3c18%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.eot?	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5pd41d.eot	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:10	15236/15236	---M--	200	added ('OK')	application/octet-stream	etag:%225e57925d-3b84%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.ttf	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.ttf	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:10	15312/15312	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225e57925d-3bd0%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.woff	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.woff	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
13:44:11	58446/58446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225eb8fd4d-e44e%22	https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.svg	C:/Mes%20Sites%20Web/h5p%20video/h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/fonts/h5p.svg	(from https://h5p.org/sites/default/files/h5p/libraries/H5P.InteractiveVideo-1.21/dist/h5p-interactive-video.css?ver=1.21.9)
